"","Município","UF","Operações de Crédito por Município","Proporção Relativa de Capital de Risco","Capital Poupado per capita","Índice de Capital Disponível","V7","Tempo de Viabilidade de Localização","Tempo de Registro, Cadastro e Viabilidade de Nome","Taxa de Congestionamento em Tribunais","Índice de Tempo de Processos","Alíquota Interna do ICMS","Alíquota Interna do IPTU","Alíquota Interna do ISS","Qualidade de Gestão Fiscal","Índice de Tributação","Simplicidade Tributária","CNDs Municipais","Atualização de Zoneamento","Índice de Complexidade Burocrática","V16","Nota do IDEB","Proporção de Adultos com pelo menos o Ensino Médio Completo","Taxa Líquida de Matrícula no Ensino Médio","Nota Média no ENEM","Proporção de Matriculados no Ensino Técnico e Profissionalizante","Índice de Acesso e Qualidade da Mão de Obra Básica","Proporção de Adultos com pelo menos os Ensino Superior Completo","Proporção de Alunos Concluintes em Cursos de Alta Qualidade","Custo Médio de Salários de Dirigentes","Índice de Acesso e Qualidade da Mão de Obra Qualificada","V13","Pesquisas pelo Termo Empreendedora","Pesquisas pelo Termo Empreendedorismo","Pesquisas pelo Termo MEI","Índice de Iniciativa","Pesquisas por Sebrae","Pesquisas por Franquia","Pesquisas por SIMPLES Nacional","Pesquisas por Senac","Índice de Instituições","V12.x","Conectividade Via Rodovias","Número de Decolagens por Ano","Distância ao Porto Mais Próximo","Índice de Transporte Interurbano","Acesso à Internet Rápida","Preço Médio do m²","Custo da Energia Elétrica","Taxa de Homicídios","Índice de Condições Urbanas","V12.y","Proporção de Mestres e Doutores em C&T","Proporção de Funcionários em C&T","Média de Investimentos do BNDES e FINEP","Infraestrutura Tecnológica","Contratos de Concessão","Índice de Inputs","Patentes","Tamanho da Indústria Inovadora","Tamanho da Indústria Criativa","Tamanho das Empresas TIC","Índice de Output","V14","Índice de Desenvolvimento Humano","Crescimento Real Médio do PIB","Número de Empresas Exportadoras com Sede na Cidade","Índice de Desenvolvimento Econômico","PIB per capita","Proporção entre Grandes/Médias e Médias/Pequenas Empresas","Compras Públicas","Índice de Clientes Potenciais","V11"
"53","Mogi das Cruzes","SP",0.215373300054674,0,12037.9220544045,5.71564582855618,5.71564582855618,25.9660699600286,37.6790908189119,0.984771673995161,5.32509485567995,0.0802103444976061,0.0144190769256321,0.0115954443504789,0.757910247166773,5.91495751399006,0.0441890011946911,1,4,7.73267794910163,6.6800889651397,5,0.612155020551967,0.715030293064427,566.847068965517,0.011606944681079,6.79820976713328,0.391368173810922,0.183882270497547,5147.13652609159,6.38280919190812,6.70569733994442,17.1,41.48,69.35,6.21256485741688,41.04,69.42,0,0,5.5513100286597,5.87435054071235,3,83133,45,7.152657848,3.236472946,1716.9036,0.637558772,9.438372912,6.465173205,7.206204825,5.2075799218863,0.0847897454060018,0,0,155.793432663099,5.79159903432988,3.03775495443368,0.0138868797916968,0.0150441197743382,0.0109937798350933,5.68255280004934,5.71430054857082,0.783,-0.016402122,0.01099378,6.111778338,35.60332055,1.076979167,776124.2592,5.750861776,5.917128761
"54","Betim","MG",0.0936530754234476,0,9215.7709611043,5.54589160406505,5.54589160406505,12.4590861629071,41.9186853718288,0.951367614340777,5.92229417594467,0.104240103539998,0.00320971402437315,0.00456733432704075,0.862393241553471,7.76067459027107,0.0131513645022625,0,7.99999999999999,4.88306506022353,6.39574520484081,5.1,0.516695957820738,0.559718384492802,554.4577278402,0.00822244262992154,5.57363405735908,0.204745166959578,0.209601081812035,6982.71570539419,4.77329326705073,5.01223517119008,29.64,32.83,49.84,5.77104796966732,20,43.4,24.8,9.52,5.32445709777533,5.51869033617021,5,30048,334,5.24233329,2.310996747,1004.986579,0.61805,26.44303415,6.082439173,5.49657122,0,0.167252915818148,0,0,79.4530032889043,5.76237185570517,7.09710922624199,0.0271767353297559,0.0119439155270902,0.00623160810109053,5.89024328101876,5.81126174557325,0.749,-0.01275665,0.010212913,5.667916567,62.36611381,1.041471195,1016574.003,6.609999258,6.167670703
"55","Boa Vista","RR",0.422677929201435,0,5399.08970867471,5.64132587605167,5.64132587605167,13.5543932914542,21.8110678144701,0.933426510275951,6.98521582807077,0.109803462979306,0.0041510848900965,0.0092247670530753,0.865028896509141,6.20308848562938,0.0115244922138479,1,14,5.74614685006004,6.65332591435803,4.3,0.544838709677419,0.643844092440175,515.724927007299,0.0103959827213576,5.12586841506684,0.297096774193548,0.079360100376412,3852.52611434109,6.0839401473087,5.52783484862,82,67,55,7.43377786249407,93,74,66,100,9.55936809958309,8.65700704111799,3,1259,698,4.83863557,1.695181531,1705.026919,0.58017,30.00519937,5.691428,4.904060835,10.7804077806421,0.0244010572086282,0,0,68.1977970471057,4.76565652037029,1.8748535270682,0.00140614014530115,0.0145301148347785,0.0114834778532927,5.17180286568453,4.87939758949449,0.752,0.037389756,0.037028357,8.117522904,24.21483723,1.36,997232.4816,5.928792062,7.234571902
"56","Maringá","PR",0.545733677343593,0,17185.0114257043,6.09659357230179,6.09659357230179,0,17.6797090173313,0.976575114258469,6.41255079461087,0.0842502936233628,0.0151514454291442,0.0163214643603394,0.836244047762138,5.69844176121845,0.0502799527244673,1,9,7.10829460474258,6.85247033760458,5.2,0.528248587570621,0.595900579218008,553.485543981482,0.00704103077055209,5.73497407189969,0.383003766478343,0.24031683743914,4786.38676301878,6.72208178540302,6.27310577889989,45.92,45.65,62.32,6.57264671093166,33.11,57.6,49.77,7.75,6.16708181618212,6.39363237525696,5,2267,402,5.292482819,4.246767261,1387.971215,0.55881,9.622610385,7.448604503,6.5525318,27.2294554108918,0.0725528208106308,108.112939241215,0,203.62592748145,6.7106030313437,8.67982640347193,0.0146297074058519,0.0151896962060759,0.0208595828083438,7.04238585469253,6.95241934049682,0.808,0.008902976,0.007909842,6.625165511,44.2453926,0.733695652,371563.8994,5.35511642,5.988103799
"57","Santos","SP",0.346688025591369,0,31662.9759349848,6.42527377573674,6.42527377573674,6.67476839023234,37.6790908189119,0.983778255395733,5.34640137454482,0.0802103444976061,0.0227566419774098,0.0370129631690482,0.748926977637002,5.14750126276744,0.0590582390005502,1,9,7.36489740788322,5.90127938927405,5.3,0.602564102564103,0.90096339684151,566.008244084682,0.0137319904666868,7.57036231178582,0.444270015698587,0.091390377870426,6089.98112731573,6.00325425542678,6.94028721306537,15.96,30.5,56.05,5.65347051208534,33.63,72.09,0,5.2,5.57486206237761,5.5893719513458,3,36387,10,6.968357399,4.7920579,5863.25042,0.620119901,5.299649071,7.404722622,7.76929511,1.36819702037093,0.0658972632367566,0,0,110.595925813317,5.16863889833653,2.35633931286105,0.000912131346913956,0.0126178169656431,0.0110975980541198,5.03218136175995,5.02248462898769,0.84,-0.036063337,0.010337489,6.533027203,52.42763329,1.037007696,756382.4685,6.255148401,6.475517929
"58","Diadema","SP",0.144570445885079,0,11572.8206076126,5.65426077060125,5.65426077060125,44.9508745576441,37.6790908189119,0.988591622014493,5.2500794087712,0.0802103444976061,0.0129129559790058,0.00714556896684186,0.632810576301537,6.21135638807308,0.0442654786980686,1,0,6.29053730540984,5.82659083102518,5.4,0.580056179775281,0.733251945727677,534.095145631068,0.00884316188194814,6.36101111551445,0.200374531835206,0.28898426323319,7369.82193331734,4.98907163748906,5.6116532517296,16.53,28.06,57,5.62472212583885,36.48,80.99,45.36,7.15,6.55311779444789,6.09463410923344,2,36387,44,5.780788098,2.445445233,2696.657096,0.59449,12.105692,6.05888942,5.880468513,8.729388942774,0.160824869407422,282.60444228904,0,145.877788554801,6.48661458187386,6.59553831231814,0.0770126091173618,0.00717749757516974,0.0104752667313288,7.44449066691372,7.04919204116517,0.757,-0.008436566,0.04500485,8.000859605,35.62174834,0.569335537,819792.3795,4.721624238,6.435885124
"59","Jundiaí","SP",0.133324887781777,0.0194032978348565,24104.4547975687,6.05173149131363,6.05173149131363,0,37.6790908189119,0.975577965753755,5.50680429072101,0.0802103444976061,0.00442558250433916,0.00726761135556381,0.742041532141583,6.91227983477403,0.0269585112287189,1,0,5.78462803942946,6.14242631565635,5.6,0.598815293484114,0.935368422573491,578.298129592518,0.0188748282886603,8.20972699266948,0.434033387183629,0.146586775090948,8823.54727425123,5.60991685028399,7.08729653303855,57,28.06,65.55,6.38771054069542,37.05,80.1,46.17,5.2,6.52176473295385,6.48395985700437,6,367,106,5.540606767,3.979519131,1907.075744,0.61994,9.36910771,6.803133503,6.25628212,0,0.107652198076122,281.546121019805,0,186.01597548966,6.07713206613682,6.89353320932268,0.015647226173542,0.0137870664186454,0.0200240726556516,6.73729732442732,6.4424890021957,0.822,-0.001652341,0.027464712,7.869702625,109.9753429,1.055244817,829134.3373,8.294439096,8.512287919
"60","Rio Branco","AC",0.440815065801024,0,6541.37686314525,5.68953929743638,5.68953929743638,10.4926049636747,49.3193646814632,0.960002887420976,5.63202256095897,0.108726779580433,0.00487162512034299,0.0101490395484538,0.833643150649284,5.92340513706286,0.0141073491030877,0,11,4.71404956905754,4.79009691394331,4.8,0.436842105263158,0.662157292882877,522.833508522727,0.0111274937518381,5.0287848333885,0.28005540166205,0.16374269005848,4282.1909120455,6.039243988819,5.44311683056564,0,65,43,5.95496891511043,77,75,59,74,8.67798421980203,7.40107560875025,4,1319,504,5.054744621,2.10645795,1013.880874,0.64018,49.58851072,5.742665149,5.103385897,7.94502898861928,0.0295747595132012,0,0,59.6950826712476,4.66093295482725,2.36203564526519,0.00622718488297187,0.011810178226326,0.00773029847541336,4.87593617534519,4.66175222371031,0.727,-0.002150165,0.002147305,5.03278315,21.79896627,1.169693239,569268.165,5.458651601,5.089860407
"61","Montes Claros","MG",0.417131286865222,0,6276.85210717691,5.66554631997065,5.66554631997065,28.2083115324196,41.9186853718288,0.951105077192595,5.92710942346926,0.104240103539998,0.00458835533146636,0.0100600952386847,0.822940819540945,6.03042383945717,0.0134726347139958,0,11,4.69549589168677,5.05825901523327,4.9,0.552816901408451,0.634023551134494,579.294853466762,0.00710760025018882,6.15296347700354,0.370305164319249,0.10125348189415,3939.81257428279,6.56450647073116,6.4287116897915,0,36.18,43.61,5.29155832449535,33,49.7,28.8,12.04,5.77121121220358,5.50127075013339,4,1153,539,5.048953563,1.665359612,1932.348804,0.61805,7.904608147,6.069006694,5.342378432,5.20346897931955,0.047840316780476,0,0,95.130086724483,5.00841605373586,1.73448965977318,0.00360240160106738,0.0120080053368913,0.0141427618412275,5.2597005628716,5.05904752564756,0.77,-0.017991859,0.001601067,5.332436184,23.26886207,1.099823746,460726.1675,5.368047296,5.215982579
"62","Campina Grande","PB",0.409914465948901,0,7101.07837517821,5.6869671474785,5.6869671474785,16.2574861805238,62.2716803128018,0.934446875414497,6.04421407993682,0.110259918407084,0.00385037040347021,0.00820106953081345,0.565165828317573,5.602278891142,0.0107769723668963,0,0,4.09146982849304,4.41848608081904,4.1,0.472491909385113,0.68397955691769,557.853555973659,0.0152599659636589,5.53194451464955,0.234223300970874,0.293563579277865,3439.51559482487,6.9120054635965,6.26527458879315,61.1,65,64.8,7.29745374629194,45.65,29.07,45.14,14.25,5.93143403426985,6.65392910812049,4,873,128,5.117489619,2.393200106,2261.663393,0.568994603,25.61438272,5.949027648,5.304024129,54.7205603385379,0.0577110377811051,2338.49303808551,1,92.3683058514519,7.4519151410517,30.0598278126368,0.00963081861958266,0.0156135998832628,0.0118196410331242,8.21569802830691,7.99265708059132,0.72,-0.009886789,0.002042901,4.819209347,22.98054273,1.117474486,489499.7278,5.39382445,4.921897019
"63","Piracicaba","SP",0.287180227708944,0.395798990816763,22325.0856620559,6.23129291721007,6.23129291721007,13.0055668552017,37.6790908189119,0.992346815664319,5.17801985729188,0.0802103444976061,0.00577492811583361,0.00805020632822781,0.658158375180949,6.38233206649386,0.0326975475251814,1,13,6.39681233902768,5.97005119341709,5.5,0.597677595628415,0.825717847617166,580.943954248366,0.0132978978433333,7.59961068097964,0.360997267759563,0.162285313704872,6769.91398464759,5.59720687385533,6.71513751610843,15.96,25.62,63.65,5.70179963128767,34.2,60.52,43.74,7.15,6.12757240609695,5.90920359598459,7,49496,205,6.920781884,3.885961855,957.5336528,0.67864,7.555907623,7.100407935,7.506936653,24.4136460554371,0.152260582407685,0,1,106.716417910448,7.3808028354779,4.79744136460554,0.03272921108742,0.0107675906183369,0.00991471215351812,6.06099822541752,6.78334735974889,0.785,0.029547543,0.017377399,7.215634397,67.81458778,1.191516223,554036.0538,7.103974179,7.399453955
"64","Carapicuíba","SP",0.122672498213859,0,3159.0744150478,5.37267447548312,5.37267447548312,21.0568053947172,37.6790908189119,0.984790946108042,5.32485903173656,0.0802103444976061,0.0122305253289227,0,0,2.95422808980237,0.0390226501817118,0,21,5.19225369042876,2.83376668617818,5,0.564406779661017,0.733085885981021,520.441549925484,0.00534031980626804,5.72679839500019,0.185310734463277,0,4060.65385595921,4.92070715132703,5.19184046035877,0,0,0,3.50770773399758,0,0,0,0,3.63016511109672,3.41271210905655,2,36387,72,5.668701587,2.406112858,1786.621812,0.59449,9.374036386,6.385961687,6.040755247,0,0.0544783196464962,0,0,119.827275998561,5.10042514107138,11.1550917596258,0.0194314501619288,0.0100755667506297,0.00827635840230299,6.0538831742102,5.54052582817886,0.749,0.002178602,0.011514933,5.970062953,15.1875942,0.494276795,677686.8394,3.858371423,4.689862534
"65","Anápolis","GO",0.35931962947053,0,8132.96747249865,5.6864221661431,5.6864221661431,0,13.9321303950133,0.861430328425742,9.48940665325432,0.114798797862806,0.00760326205346434,0.00708408087370252,0.716643739594494,5.76731747052773,0.023816421142632,0,0,4.47263296239296,7.20908811866681,5.5,0.422039243167484,0.728496150599395,551.524049881235,0.00664787089598454,5.72100180563962,0.194989488437281,0.182884180209833,5308.49512108262,5.0969993316493,5.29371713565921,38.35,40.3,63.08,6.3549112696576,34.16,38.22,37.8,17.64,5.84507046886471,6.10641645395196,6,7909,889,5.62410706,1.920035508,1806.422045,0.63689,24.71464671,5.459627027,5.316860458,6.46203554119548,0.0777931962491064,0,0,114.70113085622,5.45369952145309,4.17339795368875,0.0135971997845988,0.0102315562735595,0.0102315562735595,5.37143980428457,5.36168447075171,0.737,-0.005996012,0.007135164,5.418101295,37.16856398,1.099590301,555778.4118,5.851194429,5.559155368
"66","Olinda","PE",0.197189405133492,0,3613.2793586533,5.43615884418952,5.43615884418952,33.1990201746398,45.1270771273754,0.956352017692174,5.76482703890939,0.106915492962018,0.00620718268586801,0.0124540890658744,0.588837506299413,4.96919448109134,0.0160260613711618,1,12,5.94651445599688,5.07749053842999,4.4,0.549416609471517,0.624927401201883,537.155550161812,0.00689912685386521,5.27207655481736,0.253946465339739,0.041149575440888,3565.63236477425,5.88824932499844,5.49826733220683,0,35.28,65.8,5.74598779211186,23.92,37.95,27.47,29.6,5.73486025215413,5.72374322475812,3,30800,7,7.371947166,1.198095669,2741.23965,0.7358,30.7314075,4.491058362,5.897861156,0,0.0419259953960269,0,0,114.601018675722,4.95226894165842,3.11262026032824,0.00509337860780985,0.0144312393887946,0.0189586870401811,5.9996675270548,5.43057483979605,0.735,-0.021933398,0.001131862,4.782374078,14.66702647,1.853909465,628655.2061,6.59860492,5.626535529
"67","Cariacica","ES",0.152752073795917,0,4907.12028357417,5.44798591548542,5.44798591548542,11.4782299329399,19.2012245013343,0.974787696355953,6.31151332589572,0.112136258653015,0.00210109073331587,0.0092837290866769,0.938937236470317,7.04006034852545,0.0129098009723091,1,0,5.37396264086218,6.50726211809191,4.3,0.468725257323832,0.53716881217485,524.203624868282,0.0142949441366917,4.68858780650069,0.150039588281869,0.416260162601626,3959.81100401606,6.47519659967505,5.50033391448618,0,0,0,3.50770773399758,0,0,0,0,3.63016511109672,3.41271210905655,1,9029,18,5.304369113,1.937642143,1098.754031,0.61051,42.43263173,5.805226533,5.336142036,0,0.0514200525571053,0,0,109.321058688147,4.99358279898822,2.53164556962025,0.010126582278481,0.00759493670886076,0.0096662830840046,4.86763692274302,4.8379756892228,0.718,0.056642417,0.008285386,6.166214515,26.34496436,0.715927429,603328.0071,4.69624883,5.313707412
"68","Bauru","SP",0.452997664211049,0,14200.6312214112,5.94077103217132,5.94077103217132,6.96531987186178,37.6790908189119,0.979039187818587,5.44004550169407,0.0802103444976061,0.0105352395099084,0.0096281927809172,0.802197003694883,6.30723167042794,0.0396338029935024,1,38,6.30718590392469,6.03807811508713,4.9,0.593888070692194,0.784011842196585,568.603557951482,0.0113898603995337,6.87522412374975,0.419366715758468,0.387298453438631,5138.59103674314,7.39286167892693,7.35525522724359,0,0,71.25,5.03466975090303,39.33,58.74,0,7.15,5.47527158210931,5.20709380419993,4,593,347,5.047948039,4.469560342,1179.121871,0.67864,11.00323285,6.84714139,5.921781921,14.5315487571702,0.0967070025788534,26168.2600382409,0,128.10707456979,7.03419231625188,5.8636073932441,0.0127469725940089,0.0138942001274697,0.0179732313575526,6.38958329004123,6.77355391968704,0.801,-0.004371654,0.007775653,6.327721909,40.14762933,1.521414419,558106.3895,6.810619782,6.686778277
"69","Itaquaquecetuba","SP",0.102510039961866,0,3686.16615402472,5.37613678686813,5.37613678686813,32.117632172222,37.6790908189119,0.995281895922079,5.1206740317289,0.0802103444976061,0.00832672204416087,0.0081942985825357,0.525931402840418,5.84895506595381,0.0191865979502494,0,12,4.81875484572102,4.45373826003875,4.8,0.534690799396682,0.703882540610765,519.208220858896,0.00654072634887277,5.41053929049608,0.171945701357466,0.057971014492754,4732.33659969088,4.69328561146949,4.86697354643835,18.24,28.67,54.15,5.60245860330677,33.06,0,0,5.2,4.29555954495682,4.88147059533535,5,83133,56,7.512526719,1.940229291,871.3398217,0.63592,13.45355358,6.241380854,7.307659272,0,0.113386284682368,0,0,109.74284679464,5.53051876121588,6.51937703730532,0.0463600144875045,0.00470843897138718,0.00470843897138718,5.80817984065348,5.64070722496059,0.714,0.001139543,0.029337197,6.60028829,20.20348632,0.418416728,818565.0225,3.878991772,5.082527305
"70","São Vicente","SP",0.29675368293016,0,5918.24686723888,5.57490312051864,5.57490312051864,8.20586727780959,37.6790908189119,0.995226400755763,5.12318429272378,0.0802103444976061,0.0378990234567132,0.00885135015756951,0.443009578588396,5.25025882904458,0.0397351239520096,0,21,5.21308039405549,4.3126065952328,4.9,0.572262773722628,0.592548075417082,525.973319838057,0.00587345781805564,5.37441627495289,0.236496350364964,0.041925465838509,4512.80302618817,5.14001111209588,5.11232192063632,0,31.11,67.45,5.68346781324892,29.64,0,0,3.9,4.21168064568403,4.87994354509183,2,18,20,5.21586488,2.559595943,3308.114511,0.61994,7.55044642,6.254939284,5.605447942,0,0.0299783572974479,0,0,87.6006441223833,4.64248046942643,3.22061191626409,0.00225442834138486,0.00869565217391304,0.00805152979066022,4.62949719613506,4.51783359648019,0.768,-0.021775838,0.004186795,5.410737886,14.95854805,0.998311128,1139458.627,4.872958452,4.964528769
"71","Vitória","ES",0.550915574381354,0.00191108490526876,55592.754829055,7.32028303005263,7.32028303005263,3.3200328327772,19.2012245013343,0.957758822998093,6.66242624730813,0.112136258653015,0.00440256286867497,0.0246594742944223,0.882731460369891,5.40122136856437,0.0338701639046632,1,0,5.9866662727705,6.03517719125131,4.6,0.5301489284417,0.934766698360777,585.218424924275,0.0276494854003804,7.78003381737827,0.395750090810025,0.560372110866021,6026.56829739218,7.64186454915526,8.04469585889028,0,0,0,3.50770773399758,0,0,0,0,3.63016511109672,3.41271210905655,2,9029,118,4.914911047,3.796173018,4392.201755,0.61051,34.36760893,5.958667914,5.160175292,24.3729504564389,0.0664067404805522,220.844482850306,1,167.597270229549,7.11571622650744,10.7240982008331,0.00141806257201099,0.0201187627404059,0.0237525480811841,7.39883763180254,7.36618648666426,0.845,-0.036260655,0.007799344,6.438365153,58.49229841,1.557127745,452549.0998,7.521350124,7.182325037
"72","Caruaru","PE",0.333293575867605,0,5610.16984483258,5.58917820181148,5.58917820181148,36.2968728838629,45.1270771273754,0.964251527869818,5.60157957588319,0.106915492962018,0.00699109868699559,0.00964224824421169,0.70803475443517,5.49881630361848,0.0177433112798153,1,0,5.51525357794343,5.03212482462185,4.8,0.470788043478261,0.578514226710005,551.971908646003,0.0152528762657609,5.50738813030961,0.214334239130435,0.175603906116156,2972.75339800995,6.80454887696896,6.18639253382129,68.62,34.3,60.9,6.60098820010457,21.84,44,33.5,23.31,5.77946739377991,6.202452161315,5,408,120,5.320062647,1.451027906,1722.737911,0.7358,44.67392099,4.701920152,4.525251517,4.70623956277516,0.0343944903805132,0,0,121.603157734932,5.08070067056625,0.45544253833308,0.00576893881888568,0.0132078336116593,0.0104751783816608,5.0013634158599,4.95796301250285,0.677,0.012861599,0.000455443,4.48917848,20.60637944,1.088853443,411253.0674,5.253153997,4.637915993
"73","Caucaia","CE",0.169859620965778,0,1368.09816815661,5.34687189804676,5.34687189804676,43.5146370311138,49.7307120457473,0.97412655884492,5.33795785931679,0.0992800309397145,0.00216511200308177,0.00880652268356375,0.884255285480021,7.17703610346787,0.0104142598259509,1,0,5.30101413663613,5.87136119966218,4.2,0.270027899561578,0.496902264325629,479.644351265823,0.00521559071962784,2.50728380010426,0.029294539657234,0,3334.71254568368,4.53954236136507,3.04031711313887,0,26.64,55.5,5.3224437975336,33.63,24.99,23.12,21.17,5.43503107502367,5.3388140387933,4,13382,38,5.665407752,1.442781323,1972.175746,0.73145,81.58994682,4.578103085,4.690415974,0,0.0741448428309168,0,0,81.437125748503,4.97565164713101,2.79441117764471,0.0167664670658683,0.00878243512974052,0.0107784431137725,5.28172602260965,5.05321293036063,0.682,0.042456817,0.005189621,5.287912517,18.75689991,0.655828132,1196401.588,4.310306657,4.550970318
"74","Blumenau","SC",0.45829928603345,0.272520897704043,17507.4497868554,6.14683976975707,6.14683976975707,46.3089474369132,11.3156260932368,0.969860889514658,7.52881017601771,0.0898794082427194,0.00785652541444358,0.0129245061309952,0.802721038473689,5.80441434409067,0.0246753867834796,1,10,6.295639281411,7.13882776731759,4.9,0.509433962264151,0.68552991734386,566.067880870561,0.00861804238276661,5.98278249339037,0.360131255127153,0.195003046922608,5938.25287262079,5.9518874928001,5.96096318639852,52.2,34.81,71.28,6.60018883354663,39.01,41.34,43.32,16.74,6.05418885771268,6.34821456180769,2,5505,46,4.994877655,4.315882408,951.3069445,0.53224,8.187370708,8.096894155,6.813991315,4.89706176294223,0.109021941394188,22166.699980012,0,186.488107135719,7.13726170811022,8.4949030581651,0.0196881870877474,0.0194883070157905,0.0291824905056966,8.16580770656105,7.79459620000774,0.806,-0.013458856,0.014691185,6.689198256,47.19795152,1.627204586,540730.7869,7.270547017,7.182343134
"75","Petrolina","PE",0.326911170577305,0,4737.12959551662,5.55725366982211,5.55725366982211,27.7535617936293,45.1270771273754,0.96697054143627,5.54615557494837,0.106915492962018,0.00392285894109038,0.010704684484017,0.745536497892402,5.81101941860809,0.0107358426803094,1,0,5.31041449785415,5.06843894300312,5,0.461618798955614,0.773583113040929,535.48934751773,0.0118385749595863,5.80646255723042,0.227676240208877,0.18539755351682,3652.73349108118,6.24303083122996,6.02957391353792,73,41.16,56,6.71974456099607,29.64,48.95,35.51,21.83,6.00274095846961,6.38445683881581,4,1464,480,5.059633975,1.133641463,1318.926989,0.7358,40.90468929,4.751348739,4.367936376,7.74102744546094,0.0307179491901548,32.5374736101337,0,62.9838142153413,4.69126228229107,3.87051372273047,0.00263898662913441,0.0102040816326531,0.0103800140745954,4.99925126587095,4.74522903090419,0.697,0.025466451,0.009324419,5.491593308,20.21900983,1.127803489,546661.1632,5.318695663,5.282229846
"76","Ponta Grossa","PR",0.395798345685819,0,9238.65692875337,5.74554948832029,5.74554948832029,20.1616441903343,17.6797090173313,0.97769938601046,6.39090560651483,0.0842502936233628,0.00532757916972501,0.00880540952946387,0.619982573209919,6.06904419691799,0.0293223296694658,1,21,6.1288453624073,6.41165890204916,4.8,0.524626865671642,0.662632710698953,549.79717693837,0.0153897445697332,6.02079596782687,0.318283582089552,0.344666123778502,5120.26107897934,6.59936678743304,6.37056746919182,0,42.9,47.56,5.53394757296008,23.65,48,43.45,7.44,5.72853000207473,5.60754155977052,5,8,144,5.292431838,3.55790914,301.9423574,0.55881,16.1632826,9.144902803,7.817201369,17.5809649702578,0.0923659352372551,0,0,86.9795109054858,5.6967279642543,4.6265697290152,0.00951751487111699,0.0128222075346993,0.0117647058823529,5.59323141218788,5.61422663440611,0.763,0.010002912,0.008592201,6.089221118,43.48311494,1.86722618,332150.1453,7.628236709,7.036167556
"77","Franca","SP",0.549229390909089,0,11332.5317496841,5.91305641213212,5.91305641213212,24.561985371575,37.6790908189119,0.984344186999689,5.3335319305116,0.0802103444976061,0.0120567908681966,0.00995659734038517,0.729987798686337,6.04063323917462,0.0598935831042717,1,0,6.7473708230558,6.08497245941252,5.6,0.585127201565558,0.637307807046432,566.732210274791,0.011577471747249,6.7482407676239,0.36105675146771,0.162880699983173,3757.79424547744,6.89389700354016,6.98123086683836,15.39,0,70.3,5.23477969771547,40.47,56.07,65.61,4.55,6.45873432541651,5.83690935439759,5,3320,395,5.319412192,3.835320565,2076.028614,0.67864,6.69383247,6.713705598,6.0246916,1.70377101317583,0.0490651054681612,0,0,239.323034984098,6.0199726321441,4.31621990004543,0.0127214902317129,0.0160154475238528,0.0104497955474784,5.79298942297008,5.89838009953455,0.78,-0.007633559,0.018627896,6.676660292,28.35777698,0.750801787,298053.4652,4.837032963,5.706603992
"78","Canoas","RS",0.199319091592359,0,9437.30364740598,5.62249617600894,5.62249617600894,16.0462944305669,43.1684982508307,0.974788396323478,5.4195544047475,0.0985774299256746,0.00529983034901727,0.00536978147862563,0.593025408313403,6.43475607999298,0.0142848987849278,1,0,5.41415886393044,5.48854691374418,4.2,0.575757575757576,0.66643761117133,557.042386363636,0.00777056578952591,5.72293048854654,0.262337662337662,0.129426468546035,5539.47981322192,5.20968867795284,5.36220514569856,0,38.76,69,5.89625217282193,29.76,43.07,38.71,25.83,6.03201516354431,5.96182883620855,5,18869,17,6.422688103,3.808025094,2574.762757,0.64309,15.72650746,6.172633801,6.44385361,5.92216582064298,0.0964174225850246,0,1,111.675126903553,6.38913975517675,6.5989847715736,0.0225042301184433,0.0111675126903553,0.0157360406091371,6.39736574179821,6.42731762459704,0.75,-0.042581499,0.012013536,5.351381719,58.98950041,0.926709735,906213.1173,6.259693141,5.765355745
"79","Pelotas","RS",0.487945901447753,0,9398.26577978396,5.81128724339359,5.81128724339359,23.284908823563,43.1684982508307,0.969192067548197,5.53210334550964,0.0985774299256746,0.0133332746292839,0.0084789496314572,0.688686169141839,5.58515550991132,0.0253009456620002,1,0,5.7361748496573,5.19837279672533,4.4,0.491666666666667,0.681018979406296,556.980424528302,0.0283228868884415,6.35077117774554,0.300320512820513,0.376889848812095,4443.83947822823,6.94485103205594,6.77417651937776,0,31.35,60,5.52943997227642,31.68,40.15,35.55,27.88,6.00257402648291,5.7509702079841,3,255,19,5.462786147,3.548765946,1083.566256,0.6297,11.34294672,6.79538738,6.192486202,20.7841284837034,0.0537828472422755,53.5014958274287,1,72.114627617698,6.16200293213756,12.4389859864588,0.00677058730908518,0.0135411746181704,0.0160604629192253,6.64177159021457,6.43670008782413,0.739,-0.001468104,0.005825854,5.430180562,27.47294562,1.018580819,549969.0934,5.349501457,5.263764222
